JE_NO,EFF_DATE,ACCOUNT,AMOUNT,SOURCE,COMPANY,FY,Fabricated_JE,TYPE
JE-21,2024-10-03,3106,9155.75,C,C2,2024-01-01 – 2024-12-31,0,0
JE-21,2024-10-03,3106,-9155.75,C,C2,2024-01-01 – 2024-12-31,0,0
JE-22,2024-08-20,8888,7517.85,D,C6,2024-01-01 – 2024-12-31,1,2
JE-22,2024-08-20,4010,-7517.85,D,C6,2024-01-01 – 2024-12-31,1,2
JE-23,2024-02-17,1198,3358.02,B,C1,2024-01-01 – 2024-12-31,0,0
JE-23,2024-02-17,4010,-3358.02,B,C1,2024-01-01 – 2024-12-31,0,0
JE-24,2024-04-08,4010,5979.49,G,C9,2024-01-01 – 2024-12-31,0,0
JE-24,2024-04-08,1198,-5979.49,G,C9,2024-01-01 – 2024-12-31,0,0
JE-25,2024-09-08,5121,9673.06,C,C6,2024-01-01 – 2024-12-31,0,0
JE-25,2024-09-08,1151,-9673.06,C,C6,2024-01-01 – 2024-12-31,0,0
JE-26,2024-01-19,4010,3906.64,A,C4,2024-01-01 – 2024-12-31,0,0
JE-26,2024-01-19,3106,-3906.64,A,C4,2024-01-01 – 2024-12-31,0,0
JE-27,2024-10-08,5121,7115.21,F,C9,2024-01-01 – 2024-12-31,0,0
JE-27,2024-10-08,3106,-7115.21,F,C9,2024-01-01 – 2024-12-31,0,0
JE-28,2024-02-21,1104,3613.36,G,C2,2024-01-01 – 2024-12-31,0,0
JE-28,2024-02-21,1000,-3613.36,G,C2,2024-01-01 – 2024-12-31,0,0
JE-29,2024-12-08,1000,3118.42,A,C3,2024-01-01 – 2024-12-31,0,0
JE-29,2024-12-08,3106,-3118.42,A,C3,2024-01-01 – 2024-12-31,0,0
JE-30,2024-02-25,123,5362.02,B,C1,2024-01-01 – 2024-12-31,1,2
JE-30,2024-02-25,5121,-5362.02,B,C1,2024-01-01 – 2024-12-31,1,2
JE-31,2024-06-25,5121,2537.58,C,C8,2024-01-01 – 2024-12-31,0,0
JE-31,2024-06-25,5121,-2537.58,C,C8,2024-01-01 – 2024-12-31,0,0
JE-32,2024-10-17,6061,8611.29,B,C7,2024-01-01 – 2024-12-31,0,0
JE-32,2024-10-17,1198,-8611.29,B,C7,2024-01-01 – 2024-12-31,0,0
JE-33,2024-12-23,6061,6892.41,D,C7,2024-01-01 – 2024-12-31,0,0
JE-33,2024-12-23,3106,-6892.41,D,C7,2024-01-01 – 2024-12-31,0,0
JE-34,2024-03-07,6061,4724.12,A,C8,2024-01-01 – 2024-12-31,0,0
JE-34,2024-03-07,1198,-4724.12,A,C8,2024-01-01 – 2024-12-31,0,0
JE-35,2024-04-15,1198,8346.82,F,C5,2024-01-01 – 2024-12-31,0,0
JE-35,2024-04-15,1104,-8346.82,F,C5,2024-01-01 – 2024-12-31,0,0
JE-36,2024-04-04,1198,7672.86,G,C2,2024-01-01 – 2024-12-31,0,0
JE-36,2024-04-04,3106,-7672.86,G,C2,2024-01-01 – 2024-12-31,0,0
JE-37,2024-06-19,9999,7742.95,G,C3,2024-01-01 – 2024-12-31,1,2
JE-37,2024-06-19,1000,-7742.95,G,C3,2024-01-01 – 2024-12-31,1,2
JE-38,2024-05-14,4010,1508.28,F,C8,2024-01-01 – 2024-12-31,0,0
JE-38,2024-05-14,6061,-1508.28,F,C8,2024-01-01 – 2024-12-31,0,0
JE-39,2024-01-20,1,8693.67,G,C2,2024-01-01 – 2024-12-31,1,2
JE-39,2024-01-20,1151,-8693.67,G,C2,2024-01-01 – 2024-12-31,1,2
JE-40,2024-01-22,3106,9698.66,D,C2,2024-01-01 – 2024-12-31,0,0
JE-40,2024-01-22,2264,-9698.66,D,C2,2024-01-01 – 2024-12-31,0,0
JE-41,2024-10-06,1198,7620.79,A,C8,2024-01-01 – 2024-12-31,0,0
JE-41,2024-10-06,1000,-7620.79,A,C8,2024-01-01 – 2024-12-31,0,0
JE-42,2024-04-15,3106,5565.44,E,C3,2024-01-01 – 2024-12-31,0,0
JE-42,2024-04-15,2264,-5565.44,E,C3,2024-01-01 – 2024-12-31,0,0
JE-43,2024-05-21,1000,4088.2,A,C8,2024-01-01 – 2024-12-31,0,0
JE-43,2024-05-21,5121,-4088.2,A,C8,2024-01-01 – 2024-12-31,0,0
JE-44,2024-03-07,1151,5857.62,G,C3,2024-01-01 – 2024-12-31,0,0
JE-44,2024-03-07,1104,-5857.62,G,C3,2024-01-01 – 2024-12-31,0,0
JE-45,2024-06-29,1000,1529.13,E,C2,2024-01-01 – 2024-12-31,0,0
JE-45,2024-06-29,1104,-1529.13,E,C2,2024-01-01 – 2024-12-31,0,0
JE-46,2024-06-29,1198,3413.77,F,C2,2024-01-01 – 2024-12-31,0,0
JE-46,2024-06-29,3106,-3413.77,F,C2,2024-01-01 – 2024-12-31,0,0
JE-47,2024-12-10,2264,8453.63,F,C9,2024-01-01 – 2024-12-31,0,0
JE-47,2024-12-10,5121,-8453.63,F,C9,2024-01-01 – 2024-12-31,0,0
JE-48,2024-03-27,3106,1731.82,C,C6,2024-01-01 – 2024-12-31,0,0
JE-48,2024-03-27,1198,-1731.82,C,C6,2024-01-01 – 2024-12-31,0,0
JE-49,2024-03-23,6061,8605.27,D,C4,2024-01-01 – 2024-12-31,0,0
JE-49,2024-03-23,1000,-8605.27,D,C4,2024-01-01 – 2024-12-31,0,0
JE-50,2024-12-20,1000,7022.13,F,C4,2024-01-01 – 2024-12-31,0,0
JE-50,2024-12-20,6061,-7022.13,F,C4,2024-01-01 – 2024-12-31,0,0
JE-51,2024-10-30,6061,2926.87,G,C1,2024-01-01 – 2024-12-31,0,0
JE-51,2024-10-30,1104,-2926.87,G,C1,2024-01-01 – 2024-12-31,0,0
JE-52,2024-02-23,1000,9348.29,C,C5,2024-01-01 – 2024-12-31,0,0
JE-52,2024-02-23,1104,-9348.29,C,C5,2024-01-01 – 2024-12-31,0,0
JE-53,2024-09-01,1151,9767.83,E,C6,2024-01-01 – 2024-12-31,0,0
JE-53,2024-09-01,5121,-9767.83,E,C6,2024-01-01 – 2024-12-31,0,0
JE-54,2024-09-08,1000,6613.58,E,C5,2024-01-01 – 2024-12-31,0,0
JE-54,2024-09-08,1104,-6613.58,E,C5,2024-01-01 – 2024-12-31,0,0
JE-55,2024-12-30,5121,4726.35,F,C2,2024-01-01 – 2024-12-31,0,0
JE-55,2024-12-30,3106,-4726.35,F,C2,2024-01-01 – 2024-12-31,0,0
JE-56,2024-08-16,4010,7488.14,A,C7,2024-01-01 – 2024-12-31,0,0
JE-56,2024-08-16,3106,-7488.14,A,C7,2024-01-01 – 2024-12-31,0,0
JE-57,2024-01-07,1198,3169.35,G,C3,2024-01-01 – 2024-12-31,0,0
JE-57,2024-01-07,5121,-3169.35,G,C3,2024-01-01 – 2024-12-31,0,0
JE-58,2024-04-28,1198,6068.41,G,C1,2024-01-01 – 2024-12-31,0,0
JE-58,2024-04-28,1151,-6068.41,G,C1,2024-01-01 – 2024-12-31,0,0
JE-59,2024-08-29,3106,5915.75,B,C3,2024-01-01 – 2024-12-31,0,0
JE-59,2024-08-29,3106,-5915.75,B,C3,2024-01-01 – 2024-12-31,0,0
JE-60,2024-08-13,2264,9427.52,F,C2,2024-01-01 – 2024-12-31,0,0
JE-60,2024-08-13,6061,-9427.52,F,C2,2024-01-01 – 2024-12-31,0,0
JE-61,2024-05-12,1151,1814.08,A,C1,2024-01-01 – 2024-12-31,0,0
JE-61,2024-05-12,4010,-1814.08,A,C1,2024-01-01 – 2024-12-31,0,0
JE-62,2024-03-11,1198,8219.29,C,C7,2024-01-01 – 2024-12-31,0,0
JE-62,2024-03-11,6061,-8219.29,C,C7,2024-01-01 – 2024-12-31,0,0
JE-63,2024-06-27,4010,5582.93,D,C3,2024-01-01 – 2024-12-31,0,0
JE-63,2024-06-27,5121,-5582.93,D,C3,2024-01-01 – 2024-12-31,0,0
JE-64,2024-07-18,3106,5499.05,E,C4,2024-01-01 – 2024-12-31,0,0
JE-64,2024-07-18,1000,-5499.05,E,C4,2024-01-01 – 2024-12-31,0,0
JE-65,2024-08-26,1151,1114.05,B,C7,2024-01-01 – 2024-12-31,0,0
JE-65,2024-08-26,3106,-1114.05,B,C7,2024-01-01 – 2024-12-31,0,0
JE-66,2024-03-29,2264,9880.27,B,C3,2024-01-01 – 2024-12-31,0,0
JE-66,2024-03-29,1000,-9880.27,B,C3,2024-01-01 – 2024-12-31,0,0
JE-67,2024-02-08,1000,2816.96,E,C3,2024-01-01 – 2024-12-31,0,0
JE-67,2024-02-08,4010,-2816.96,E,C3,2024-01-01 – 2024-12-31,0,0
JE-68,2024-02-15,5121,3399.11,G,C5,2024-01-01 – 2024-12-31,0,0
JE-68,2024-02-15,6061,-3399.11,G,C5,2024-01-01 – 2024-12-31,0,0
JE-69,2024-06-27,2264,8050.51,E,C7,2024-01-01 – 2024-12-31,0,0
JE-69,2024-06-27,6061,-8050.51,E,C7,2024-01-01 – 2024-12-31,0,0
JE-70,2024-10-09,1198,4003.68,G,C7,2024-01-01 – 2024-12-31,0,0
JE-70,2024-10-09,1198,-4003.68,G,C7,2024-01-01 – 2024-12-31,0,0
JE-71,2024-02-28,5121,2551.67,D,C5,2024-01-01 – 2024-12-31,0,0
JE-71,2024-02-28,6061,-2551.67,D,C5,2024-01-01 – 2024-12-31,0,0
JE-72,2024-12-16,6061,6254.6,F,C2,2024-01-01 – 2024-12-31,0,0
JE-72,2024-12-16,1000,-6254.6,F,C2,2024-01-01 – 2024-12-31,0,0
JE-73,2024-08-22,1104,8598.23,B,C1,2024-01-01 – 2024-12-31,0,0
JE-73,2024-08-22,1198,-8598.23,B,C1,2024-01-01 – 2024-12-31,0,0
JE-74,2024-03-27,4321,8014.31,G,C1,2024-01-01 – 2024-12-31,1,2
JE-74,2024-03-27,1000,-8014.31,G,C1,2024-01-01 – 2024-12-31,1,2
JE-75,2024-11-17,5121,4931.23,D,C2,2024-01-01 – 2024-12-31,0,0
JE-75,2024-11-17,1151,-4931.23,D,C2,2024-01-01 – 2024-12-31,0,0
JE-76,2024-04-03,1198,8820.33,F,C3,2024-01-01 – 2024-12-31,0,0
JE-76,2024-04-03,6061,-8820.33,F,C3,2024-01-01 – 2024-12-31,0,0
JE-77,2024-10-04,4010,3992.74,B,C3,2024-01-01 – 2024-12-31,0,0
JE-77,2024-10-04,1104,-3992.74,B,C3,2024-01-01 – 2024-12-31,0,0
JE-78,2024-10-08,4010,7130.92,B,C3,2024-01-01 – 2024-12-31,0,0
JE-78,2024-10-08,4010,-7130.92,B,C3,2024-01-01 – 2024-12-31,0,0
JE-79,2024-06-12,98765,4967.52,B,C5,2024-01-01 – 2024-12-31,1,2
JE-79,2024-06-12,5121,-4967.52,B,C5,2024-01-01 – 2024-12-31,1,2
JE-80,2024-01-10,5121,6275.17,D,C2,2024-01-01 – 2024-12-31,0,0
JE-80,2024-01-10,1104,-6275.17,D,C2,2024-01-01 – 2024-12-31,0,0
JE-81,2024-08-27,1000,8607.25,C,C4,2024-01-01 – 2024-12-31,0,0
JE-81,2024-08-27,4010,-8607.25,C,C4,2024-01-01 – 2024-12-31,0,0
JE-82,2024-03-06,1151,3983.92,C,C1,2024-01-01 – 2024-12-31,0,0
JE-82,2024-03-06,1151,-3983.92,C,C1,2024-01-01 – 2024-12-31,0,0
JE-83,2024-03-30,1151,7670.08,C,C5,2024-01-01 – 2024-12-31,0,0
JE-83,2024-03-30,6061,-7670.08,C,C5,2024-01-01 – 2024-12-31,0,0
JE-84,2024-04-21,4010,3148.48,G,C1,2024-01-01 – 2024-12-31,0,0
JE-84,2024-04-21,3106,-3148.48,G,C1,2024-01-01 – 2024-12-31,0,0
JE-85,2024-07-15,98765,9495.68,F,C5,2024-01-01 – 2024-12-31,1,2
JE-85,2024-07-15,5121,-9495.68,F,C5,2024-01-01 – 2024-12-31,1,2
JE-86,2024-06-10,4321,1133.68,A,C4,2024-01-01 – 2024-12-31,1,2
JE-86,2024-06-10,1198,-1133.68,A,C4,2024-01-01 – 2024-12-31,1,2
JE-87,2024-01-22,1000,1454.08,A,C4,2024-01-01 – 2024-12-31,0,0
JE-87,2024-01-22,1000,-1454.08,A,C4,2024-01-01 – 2024-12-31,0,0
JE-88,2024-03-21,1000,3772.76,G,C3,2024-01-01 – 2024-12-31,0,0
JE-88,2024-03-21,3106,-3772.76,G,C3,2024-01-01 – 2024-12-31,0,0
JE-89,2024-03-11,5121,2274.85,F,C8,2024-01-01 – 2024-12-31,0,0
JE-89,2024-03-11,1151,-2274.85,F,C8,2024-01-01 – 2024-12-31,0,0
JE-90,2024-12-13,5121,2701.78,F,C7,2024-01-01 – 2024-12-31,0,0
JE-90,2024-12-13,1104,-2701.78,F,C7,2024-01-01 – 2024-12-31,0,0
JE-91,2024-06-07,2264,5205.14,B,C1,2024-01-01 – 2024-12-31,0,0
JE-91,2024-06-07,5121,-5205.14,B,C1,2024-01-01 – 2024-12-31,0,0
JE-92,2024-07-18,123,8951.42,D,C6,2024-01-01 – 2024-12-31,1,2
JE-92,2024-07-18,2264,-8951.42,D,C6,2024-01-01 – 2024-12-31,1,2
JE-93,2024-05-22,1000,5720.36,D,C5,2024-01-01 – 2024-12-31,0,0
JE-93,2024-05-22,1000,-5720.36,D,C5,2024-01-01 – 2024-12-31,0,0
JE-94,2024-04-27,3106,6282.84,D,C7,2024-01-01 – 2024-12-31,0,0
JE-94,2024-04-27,3106,-6282.84,D,C7,2024-01-01 – 2024-12-31,0,0
JE-95,2024-09-04,3106,5689.87,D,C3,2024-01-01 – 2024-12-31,0,0
JE-95,2024-09-04,1151,-5689.87,D,C3,2024-01-01 – 2024-12-31,0,0
JE-96,2024-06-21,2264,3998.95,C,C4,2024-01-01 – 2024-12-31,0,0
JE-96,2024-06-21,4010,-3998.95,C,C4,2024-01-01 – 2024-12-31,0,0
JE-97,2024-07-18,6061,8735.89,A,C9,2024-01-01 – 2024-12-31,0,0
JE-97,2024-07-18,6061,-8735.89,A,C9,2024-01-01 – 2024-12-31,0,0
JE-98,2024-02-04,98765,8797.41,A,C9,2024-01-01 – 2024-12-31,1,2
JE-98,2024-02-04,4010,-8797.41,A,C9,2024-01-01 – 2024-12-31,1,2
JE-99,2024-01-10,1104,2752.49,A,C5,2024-01-01 – 2024-12-31,0,0
JE-99,2024-01-10,3106,-2752.49,A,C5,2024-01-01 – 2024-12-31,0,0
JE-100,2024-05-08,1198,5627.32,B,C2,2024-01-01 – 2024-12-31,0,0
JE-100,2024-05-08,1198,-5627.32,B,C2,2024-01-01 – 2024-12-31,0,0
