JE_NO,EFF_DATE,ACCOUNT,AMOUNT,SOURCE,COMPANY,FY,Fabricated_JE,TYPE,ACCOUNT_DC
JE-13,2018-10-26,3208,-3695.8,5,3,2018-10-01 – 2019-09-28,0,0,3208_C
JE-14,2019-06-26,3224,9058.6,7,9,2019-06-01 – 2020-05-28,0,0,3224_D
JE-14,2019-06-26,2282,16324.46,7,9,2019-06-01 – 2020-05-28,0,0,2282_D
JE-14,2019-06-26,2235,-9058.6,7,9,2019-06-01 – 2020-05-28,0,0,2235_C
JE-14,2019-06-26,2239,-43960.09,7,9,2019-06-01 – 2020-05-28,0,0,2239_C
JE-14,2019-06-26,2290,-16324.46,7,9,2019-06-01 – 2020-05-28,0,0,2290_C
JE-14,2019-06-26,2287,43960.09,7,9,2019-06-01 – 2020-05-28,0,0,2287_D
JE-15,2018-09-06,3115,-4748.43,7,9,2018-09-01 – 2019-08-28,0,0,3115_C
JE-15,2018-09-06,2182,-31239.35,7,9,2018-09-01 – 2019-08-28,0,0,2182_C
JE-15,2018-09-06,2275,46636.92,7,9,2018-09-01 – 2019-08-28,0,0,2275_D
JE-15,2018-09-06,3186,31239.35,7,9,2018-09-01 – 2019-08-28,0,0,3186_D
JE-15,2018-09-06,2177,4748.43,7,9,2018-09-01 – 2019-08-28,0,0,2177_D
JE-15,2018-09-06,2158,-46636.92,7,9,2018-09-01 – 2019-08-28,0,0,2158_C
JE-16,2019-01-23,2176,-10624.85,6,5,2019-01-01 – 2020-12-28,0,0,2176_C
JE-16,2019-01-23,2277,10624.85,6,5,2019-01-01 – 2020-12-28,0,0,2277_D
JE-17,2018-10-31,1149,8686.1,3,1,2018-10-01 – 2019-09-28,0,0,1149_D
JE-17,2018-10-31,2129,-8686.1,3,1,2018-10-01 – 2019-09-28,0,0,2129_C
JE-18,2019-12-02,2168,5517.26,1,2,2019-12-01 – 2020-11-28,0,0,2168_D
JE-18,2019-12-02,2205,-5517.26,1,2,2019-12-01 – 2020-11-28,0,0,2205_C
JE-19,2019-02-21,2288,-27111.11,2,4,2019-02-01 – 2020-01-28,0,0,2288_C
JE-19,2019-02-21,2155,27111.11,2,4,2019-02-01 – 2020-01-28,0,0,2155_D
JE-20,2019-03-29,2209,21103.18,5,6,2019-03-01 – 2020-02-28,0,0,2209_D
JE-20,2019-03-29,2243,-21103.18,5,6,2019-03-01 – 2020-02-28,0,0,2243_C
JE-21,2018-05-13,2185,46429.43,5,4,2018-05-01 – 2019-04-28,0,0,2185_D
JE-21,2018-05-13,2114,-46429.43,5,4,2018-05-01 – 2019-04-28,0,0,2114_C
JE-21,2018-05-13,1100,37028.06,5,4,2018-05-01 – 2019-04-28,0,0,1100_D
JE-21,2018-05-13,1189,-37028.06,5,4,2018-05-01 – 2019-04-28,0,0,1189_C
JE-22,2019-06-07,1150,31997.92,3,6,2019-06-01 – 2020-05-28,0,0,1150_D
JE-22,2019-06-07,3180,-49711.27,3,6,2019-06-01 – 2020-05-28,0,0,3180_C
JE-22,2019-06-07,2202,-31997.92,3,6,2019-06-01 – 2020-05-28,0,0,2202_C
JE-22,2019-06-07,2160,49711.27,3,6,2019-06-01 – 2020-05-28,0,0,2160_D
JE-23,2018-05-10,2257,41470.26,2,1,2018-05-01 – 2019-04-28,0,0,2257_D
JE-23,2018-05-10,3221,-2273.67,2,1,2018-05-01 – 2019-04-28,0,0,3221_C
JE-23,2018-05-10,2208,-41470.26,2,1,2018-05-01 – 2019-04-28,0,0,2208_C
JE-23,2018-05-10,3190,2273.67,2,1,2018-05-01 – 2019-04-28,0,0,3190_D
JE-23,2018-05-10,2130,28153.29,2,1,2018-05-01 – 2019-04-28,0,0,2130_D
JE-23,2018-05-10,1190,-28153.29,2,1,2018-05-01 – 2019-04-28,0,0,1190_C
JE-24,2019-07-16,1124,-22963.1,1,9,2019-07-01 – 2020-06-28,0,0,1124_C
JE-24,2019-07-16,2249,22963.1,1,9,2019-07-01 – 2020-06-28,0,0,2249_D
JE-25,2018-04-06,2205,-24708.08,5,8,2018-04-01 – 2019-03-28,0,0,2205_C
JE-25,2018-04-06,1128,24708.08,5,8,2018-04-01 – 2019-03-28,0,0,1128_D
JE-25,2018-04-06,1193,-8698.05,5,8,2018-04-01 – 2019-03-28,0,0,1193_C
JE-25,2018-04-06,2161,2436.35,5,8,2018-04-01 – 2019-03-28,0,0,2161_D
JE-25,2018-04-06,1169,-2436.35,5,8,2018-04-01 – 2019-03-28,0,0,1169_C
JE-25,2018-04-06,3218,8698.05,5,8,2018-04-01 – 2019-03-28,0,0,3218_D
JE-26,2018-12-13,2182,-10069.51,5,3,2018-12-01 – 2019-11-28,0,0,2182_C
JE-26,2018-12-13,2132,10069.51,5,3,2018-12-01 – 2019-11-28,0,0,2132_D
JE-27,2019-07-06,1122,40513.93,3,4,2019-07-01 – 2020-06-28,0,0,1122_D
JE-27,2019-07-06,3175,-8519.73,3,4,2019-07-01 – 2020-06-28,0,0,3175_C
JE-27,2019-07-06,2276,-34175.19,3,4,2019-07-01 – 2020-06-28,0,0,2276_C
JE-27,2019-07-06,1162,34175.19,3,4,2019-07-01 – 2020-06-28,0,0,1162_D
JE-27,2019-07-06,2160,-40513.93,3,4,2019-07-01 – 2020-06-28,0,0,2160_C
JE-27,2019-07-06,2214,8519.73,3,4,2019-07-01 – 2020-06-28,0,0,2214_D
JE-28,2018-12-23,3100,22820.14,1,6,2018-12-01 – 2019-11-28,0,0,3100_D
JE-28,2018-12-23,2205,-22820.14,1,6,2018-12-01 – 2019-11-28,0,0,2205_C
JE-28,2018-12-23,3125,-13667.78,1,6,2018-12-01 – 2019-11-28,0,0,3125_C
JE-28,2018-12-23,2198,-36481.08,1,6,2018-12-01 – 2019-11-28,0,0,2198_C
JE-28,2018-12-23,1109,13667.78,1,6,2018-12-01 – 2019-11-28,0,0,1109_D
JE-28,2018-12-23,2178,36481.08,1,6,2018-12-01 – 2019-11-28,0,0,2178_D
JE-29,2019-04-24,2196,-3581.43,2,9,2019-04-01 – 2020-03-28,0,0,2196_C
JE-29,2019-04-24,2159,3581.43,2,9,2019-04-01 – 2020-03-28,0,0,2159_D
JE-30,2019-03-08,2111,-11999.22,6,4,2019-03-01 – 2020-02-28,0,0,2111_C
JE-30,2019-03-08,2253,11999.22,6,4,2019-03-01 – 2020-02-28,0,0,2253_D
JE-30,2019-03-08,1115,-27387.39,6,4,2019-03-01 – 2020-02-28,0,0,1115_C
JE-30,2019-03-08,3118,27387.39,6,4,2019-03-01 – 2020-02-28,0,0,3118_D
JE-31,2018-08-28,1154,43895.78,7,9,2018-08-01 – 2019-07-28,0,0,1154_D
JE-31,2018-08-28,3106,-39161.51,7,9,2018-08-01 – 2019-07-28,0,0,3106_C
JE-31,2018-08-28,2258,48025.39,7,9,2018-08-01 – 2019-07-28,0,0,2258_D
JE-31,2018-08-28,3165,-48025.39,7,9,2018-08-01 – 2019-07-28,0,0,3165_C
JE-31,2018-08-28,1124,39161.51,7,9,2018-08-01 – 2019-07-28,0,0,1124_D
JE-31,2018-08-28,3126,-43895.78,7,9,2018-08-01 – 2019-07-28,0,0,3126_C
JE-32,2018-06-24,1141,-25316.85,2,5,2018-06-01 – 2019-05-28,0,0,1141_C
JE-32,2018-06-24,3213,42959.48,2,5,2018-06-01 – 2019-05-28,0,0,3213_D
JE-32,2018-06-24,3116,25316.85,2,5,2018-06-01 – 2019-05-28,0,0,3116_D
JE-32,2018-06-24,1120,-43199.19,2,5,2018-06-01 – 2019-05-28,0,0,1120_C
JE-32,2018-06-24,3106,-42959.48,2,5,2018-06-01 – 2019-05-28,0,0,3106_C
JE-32,2018-06-24,2288,43199.19,2,5,2018-06-01 – 2019-05-28,0,0,2288_D
JE-33,2019-09-25,1153,2624.16,7,7,2019-09-01 – 2020-08-28,0,0,1153_D
JE-33,2019-09-25,2117,-2624.16,7,7,2019-09-01 – 2020-08-28,0,0,2117_C
JE-34,2019-05-24,2261,-3499.76,4,6,2019-05-01 – 2020-04-28,0,0,2261_C
JE-34,2019-05-24,1119,3499.76,4,6,2019-05-01 – 2020-04-28,0,0,1119_D
JE-34,2019-05-24,2171,34855.43,4,6,2019-05-01 – 2020-04-28,0,0,2171_D
JE-34,2019-05-24,2220,13835.2,4,6,2019-05-01 – 2020-04-28,0,0,2220_D
JE-34,2019-05-24,1107,-34855.43,4,6,2019-05-01 – 2020-04-28,0,0,1107_C
JE-34,2019-05-24,2125,-13835.2,4,6,2019-05-01 – 2020-04-28,0,0,2125_C
JE-35,2019-06-21,1190,32491.44,5,4,2019-06-01 – 2020-05-28,0,0,1190_D
JE-35,2019-06-21,1116,-7062.1,5,4,2019-06-01 – 2020-05-28,0,0,1116_C
JE-35,2019-06-21,3176,27069.64,5,4,2019-06-01 – 2020-05-28,0,0,3176_D
JE-35,2019-06-21,1193,-32491.44,5,4,2019-06-01 – 2020-05-28,0,0,1193_C
JE-35,2019-06-21,2266,-27069.64,5,4,2019-06-01 – 2020-05-28,0,0,2266_C
JE-35,2019-06-21,3132,7062.1,5,4,2019-06-01 – 2020-05-28,0,0,3132_D
JE-36,2019-04-23,1171,-11420.65,6,3,2019-04-01 – 2020-03-28,0,0,1171_C
JE-36,2019-04-23,3167,11420.65,6,3,2019-04-01 – 2020-03-28,0,0,3167_D
JE-37,2019-12-06,2233,-32211.3,6,4,2019-12-01 – 2020-11-28,0,0,2233_C
JE-37,2019-12-06,2157,20651.54,6,4,2019-12-01 – 2020-11-28,0,0,2157_D
JE-37,2019-12-06,2172,33876.36,6,4,2019-12-01 – 2020-11-28,0,0,2172_D
JE-37,2019-12-06,1157,-33876.36,6,4,2019-12-01 – 2020-11-28,0,0,1157_C
JE-37,2019-12-06,2141,32211.3,6,4,2019-12-01 – 2020-11-28,0,0,2141_D
JE-37,2019-12-06,2113,-20651.54,6,4,2019-12-01 – 2020-11-28,0,0,2113_C
JE-38,2018-11-02,3170,38893.93,5,3,2018-11-01 – 2019-10-28,0,0,3170_D
JE-38,2018-11-02,2209,-29162.39,5,3,2018-11-01 – 2019-10-28,0,0,2209_C
JE-38,2018-11-02,2229,29162.39,5,3,2018-11-01 – 2019-10-28,0,0,2229_D
JE-38,2018-11-02,3109,-38893.93,5,3,2018-11-01 – 2019-10-28,0,0,3109_C
JE-39,2018-05-30,3124,-2618.84,4,4,2018-05-01 – 2019-04-28,0,0,3124_C
JE-39,2018-05-30,1178,46053.17,4,4,2018-05-01 – 2019-04-28,0,0,1178_D
JE-39,2018-05-30,1107,31704.28,4,4,2018-05-01 – 2019-04-28,0,0,1107_D
JE-39,2018-05-30,2247,-31704.28,4,4,2018-05-01 – 2019-04-28,0,0,2247_C
JE-39,2018-05-30,1107,-46053.17,4,4,2018-05-01 – 2019-04-28,0,0,1107_C
JE-39,2018-05-30,3143,2618.84,4,4,2018-05-01 – 2019-04-28,0,0,3143_D
JE-40,2019-04-05,2187,-40693.89,3,5,2019-04-01 – 2020-03-28,0,0,2187_C
JE-40,2019-04-05,2164,-46240.07,3,5,2019-04-01 – 2020-03-28,0,0,2164_C
JE-40,2019-04-05,2153,46240.07,3,5,2019-04-01 – 2020-03-28,0,0,2153_D
JE-40,2019-04-05,2174,40693.89,3,5,2019-04-01 – 2020-03-28,0,0,2174_D
JE-41,2018-03-27,2288,-16630.61,4,1,2018-03-01 – 2019-02-28,0,0,2288_C
JE-41,2018-03-27,2132,-40722.74,4,1,2018-03-01 – 2019-02-28,0,0,2132_C
JE-41,2018-03-27,2225,40722.74,4,1,2018-03-01 – 2019-02-28,0,0,2225_D
JE-41,2018-03-27,2137,16630.61,4,1,2018-03-01 – 2019-02-28,0,0,2137_D
JE-42,2019-01-07,2150,11763.47,7,5,2019-01-01 – 2020-12-28,0,0,2150_D
JE-42,2019-01-07,2185,49388.22,7,5,2019-01-01 – 2020-12-28,0,0,2185_D
JE-42,2019-01-07,2124,-49388.22,7,5,2019-01-01 – 2020-12-28,0,0,2124_C
JE-42,2019-01-07,3181,-11763.47,7,5,2019-01-01 – 2020-12-28,0,0,3181_C
JE-43,2018-04-30,2199,-36830.64,3,2,2018-04-01 – 2019-03-28,0,0,2199_C
JE-43,2018-04-30,2187,36830.64,3,2,2018-04-01 – 2019-03-28,0,0,2187_D
JE-44,2018-09-20,1154,29326.65,7,9,2018-09-01 – 2019-08-28,0,0,1154_D
JE-44,2018-09-20,1103,-29326.65,7,9,2018-09-01 – 2019-08-28,0,0,1103_C
JE-45,2019-01-04,2105,-13213.33,7,9,2019-01-01 – 2020-12-28,0,0,2105_C
JE-45,2019-01-04,1154,13213.33,7,9,2019-01-01 – 2020-12-28,0,0,1154_D
JE-45,2019-01-04,3175,33216.78,7,9,2019-01-01 – 2020-12-28,0,0,3175_D
JE-45,2019-01-04,1104,-33216.78,7,9,2019-01-01 – 2020-12-28,0,0,1104_C
JE-46,2018-11-14,1173,20105.68,1,9,2018-11-01 – 2019-10-28,0,0,1173_D
JE-46,2018-11-14,3172,-20105.68,1,9,2018-11-01 – 2019-10-28,0,0,3172_C
JE-47,2019-10-23,2161,2059.91,3,4,2019-10-01 – 2020-09-28,0,0,2161_D
JE-47,2019-10-23,2201,8952.71,3,4,2019-10-01 – 2020-09-28,0,0,2201_D
JE-47,2019-10-23,1149,-2059.91,3,4,2019-10-01 – 2020-09-28,0,0,1149_C
JE-47,2019-10-23,2292,-8952.71,3,4,2019-10-01 – 2020-09-28,0,0,2292_C
JE-48,2018-07-05,2290,41653.78,1,6,2018-07-01 – 2019-06-28,0,0,2290_D
JE-48,2018-07-05,1119,-22334.7,1,6,2018-07-01 – 2019-06-28,0,0,1119_C
JE-48,2018-07-05,2134,42736.21,1,6,2018-07-01 – 2019-06-28,0,0,2134_D
JE-48,2018-07-05,2125,-42736.21,1,6,2018-07-01 – 2019-06-28,0,0,2125_C
JE-48,2018-07-05,1157,-41653.78,1,6,2018-07-01 – 2019-06-28,0,0,1157_C
JE-48,2018-07-05,2160,22334.7,1,6,2018-07-01 – 2019-06-28,0,0,2160_D
JE-49,2019-10-30,1197,-46387.66,7,7,2019-10-01 – 2020-09-28,0,0,1197_C
JE-49,2019-10-30,2298,46387.66,7,7,2019-10-01 – 2020-09-28,0,0,2298_D
JE-50,2018-05-05,1171,41262.07,3,1,2018-05-01 – 2019-04-28,0,0,1171_D
JE-50,2018-05-05,1150,-41262.07,3,1,2018-05-01 – 2019-04-28,0,0,1150_C
JE-51,2018-01-18,3192,7273.38,5,1,2018-01-01 – 2019-12-28,0,0,3192_D
JE-51,2018-01-18,2196,-7273.38,5,1,2018-01-01 – 2019-12-28,0,0,2196_C
JE-52,2018-08-11,3113,30810.32,7,7,2018-08-01 – 2019-07-28,0,0,3113_D
JE-52,2018-08-11,1177,-30810.32,7,7,2018-08-01 – 2019-07-28,0,0,1177_C
JE-53,2018-02-23,3138,-22883.25,7,7,2018-02-01 – 2019-01-28,0,0,3138_C
JE-53,2018-02-23,1130,19944.34,7,7,2018-02-01 – 2019-01-28,0,0,1130_D
JE-53,2018-02-23,2228,-22653.18,7,7,2018-02-01 – 2019-01-28,0,0,2228_C
JE-53,2018-02-23,2237,22883.25,7,7,2018-02-01 – 2019-01-28,0,0,2237_D
JE-53,2018-02-23,1170,-19944.34,7,7,2018-02-01 – 2019-01-28,0,0,1170_C
JE-53,2018-02-23,3107,22653.18,7,7,2018-02-01 – 2019-01-28,0,0,3107_D
JE-54,2019-05-17,2105,32971.65,5,3,2019-05-01 – 2020-04-28,0,0,2105_D
JE-54,2019-05-17,2169,-22262.88,5,3,2019-05-01 – 2020-04-28,0,0,2169_C
JE-54,2019-05-17,3217,22262.88,5,3,2019-05-01 – 2020-04-28,0,0,3217_D
JE-54,2019-05-17,2298,-32971.65,5,3,2019-05-01 – 2020-04-28,0,0,2298_C
JE-55,2019-05-09,2217,14779.81,2,7,2019-05-01 – 2020-04-28,0,0,2217_D
JE-55,2019-05-09,1191,-20994.31,2,7,2019-05-01 – 2020-04-28,0,0,1191_C
JE-55,2019-05-09,2141,20785.59,2,7,2019-05-01 – 2020-04-28,0,0,2141_D
JE-55,2019-05-09,2243,20994.31,2,7,2019-05-01 – 2020-04-28,0,0,2243_D
JE-55,2019-05-09,2197,-14779.81,2,7,2019-05-01 – 2020-04-28,0,0,2197_C
JE-55,2019-05-09,2275,-20785.59,2,7,2019-05-01 – 2020-04-28,0,0,2275_C
JE-56,2018-07-14,2121,-26856.62,7,6,2018-07-01 – 2019-06-28,0,0,2121_C
JE-56,2018-07-14,3154,26856.62,7,6,2018-07-01 – 2019-06-28,0,0,3154_D
JE-57,2019-11-17,2282,11439.35,2,1,2019-11-01 – 2020-10-28,0,0,2282_D
JE-57,2019-11-17,1130,-11439.35,2,1,2019-11-01 – 2020-10-28,0,0,1130_C
JE-57,2019-11-17,2166,3712.82,2,1,2019-11-01 – 2020-10-28,0,0,2166_D
JE-57,2019-11-17,2292,-17143.3,2,1,2019-11-01 – 2020-10-28,0,0,2292_C
JE-57,2019-11-17,3161,-3712.82,2,1,2019-11-01 – 2020-10-28,0,0,3161_C
JE-57,2019-11-17,2197,17143.3,2,1,2019-11-01 – 2020-10-28,0,0,2197_D
JE-58,2019-12-31,2216,-23907.26,1,2,2019-12-01 – 2020-11-28,0,0,2216_C
JE-58,2019-12-31,3149,38203.53,1,2,2019-12-01 – 2020-11-28,0,0,3149_D
JE-58,2019-12-31,1166,-29216.93,1,2,2019-12-01 – 2020-11-28,0,0,1166_C
JE-58,2019-12-31,2276,29216.93,1,2,2019-12-01 – 2020-11-28,0,0,2276_D
JE-58,2019-12-31,2219,-38203.53,1,2,2019-12-01 – 2020-11-28,0,0,2219_C
JE-58,2019-12-31,3178,23907.26,1,2,2019-12-01 – 2020-11-28,0,0,3178_D
JE-59,2018-08-04,3168,-21726.22,1,4,2018-08-01 – 2019-07-28,0,0,3168_C
JE-59,2018-08-04,2115,27487.52,1,4,2018-08-01 – 2019-07-28,0,0,2115_D
JE-59,2018-08-04,1100,-27487.52,1,4,2018-08-01 – 2019-07-28,0,0,1100_C
JE-59,2018-08-04,2211,-9238.96,1,4,2018-08-01 – 2019-07-28,0,0,2211_C
JE-59,2018-08-04,3122,21726.22,1,4,2018-08-01 – 2019-07-28,0,0,3122_D
JE-59,2018-08-04,2290,9238.96,1,4,2018-08-01 – 2019-07-28,0,0,2290_D
JE-60,2018-12-10,1135,32914.2,7,2,2018-12-01 – 2019-11-28,0,0,1135_D
JE-60,2018-12-10,3192,-32914.2,7,2,2018-12-01 – 2019-11-28,0,0,3192_C
JE-61,2018-04-10,2106,17139.63,1,8,2018-04-01 – 2019-03-28,0,0,2106_D
JE-61,2018-04-10,2191,-17139.63,1,8,2018-04-01 – 2019-03-28,0,0,2191_C
JE-62,2018-01-10,2291,-45142.11,3,1,2018-01-01 – 2019-12-28,0,0,2291_C
JE-62,2018-01-10,2146,45142.11,3,1,2018-01-01 – 2019-12-28,0,0,2146_D
JE-62,2018-01-10,1178,-33751.96,3,1,2018-01-01 – 2019-12-28,0,0,1178_C
JE-62,2018-01-10,3202,33751.96,3,1,2018-01-01 – 2019-12-28,0,0,3202_D
JE-63,2018-10-14,2289,38127.27,2,1,2018-10-01 – 2019-09-28,0,0,2289_D
JE-63,2018-10-14,3220,-38127.27,2,1,2018-10-01 – 2019-09-28,0,0,3220_C
JE-64,2018-11-04,1162,-7774.21,6,2,2018-11-01 – 2019-10-28,0,0,1162_C
JE-64,2018-11-04,2120,3445.63,6,2,2018-11-01 – 2019-10-28,0,0,2120_D
JE-64,2018-11-04,2253,-3445.63,6,2,2018-11-01 – 2019-10-28,0,0,2253_C
JE-64,2018-11-04,1101,7774.21,6,2,2018-11-01 – 2019-10-28,0,0,1101_D
JE-64,2018-11-04,1167,7664.28,6,2,2018-11-01 – 2019-10-28,0,0,1167_D
JE-64,2018-11-04,2274,-7664.28,6,2,2018-11-01 – 2019-10-28,0,0,2274_C
JE-65,2018-05-20,3183,5962.34,5,4,2018-05-01 – 2019-04-28,0,0,3183_D
JE-65,2018-05-20,2200,23476.08,5,4,2018-05-01 – 2019-04-28,0,0,2200_D
JE-65,2018-05-20,3227,-5962.34,5,4,2018-05-01 – 2019-04-28,0,0,3227_C
JE-65,2018-05-20,2114,-23476.08,5,4,2018-05-01 – 2019-04-28,0,0,2114_C
JE-66,2019-07-13,2110,27400.39,6,5,2019-07-01 – 2020-06-28,0,0,2110_D
JE-66,2019-07-13,2286,20294.23,6,5,2019-07-01 – 2020-06-28,0,0,2286_D
JE-66,2019-07-13,1106,-20294.23,6,5,2019-07-01 – 2020-06-28,0,0,1106_C
JE-66,2019-07-13,2131,-27400.39,6,5,2019-07-01 – 2020-06-28,0,0,2131_C
JE-67,2018-07-21,3201,17057.29,3,7,2018-07-01 – 2019-06-28,0,0,3201_D
JE-67,2018-07-21,1159,-47840.13,3,7,2018-07-01 – 2019-06-28,0,0,1159_C
JE-67,2018-07-21,1181,-17057.29,3,7,2018-07-01 – 2019-06-28,0,0,1181_C
JE-67,2018-07-21,1170,47840.13,3,7,2018-07-01 – 2019-06-28,0,0,1170_D
JE-67,2018-07-21,1195,-13418.16,3,7,2018-07-01 – 2019-06-28,0,0,1195_C
JE-67,2018-07-21,1121,13418.16,3,7,2018-07-01 – 2019-06-28,0,0,1121_D
JE-68,2019-11-02,2234,-12167.32,4,5,2019-11-01 – 2020-10-28,0,0,2234_C
JE-68,2019-11-02,3132,12167.32,4,5,2019-11-01 – 2020-10-28,0,0,3132_D
JE-69,2019-08-18,3168,-14583.99,1,1,2019-08-01 – 2020-07-28,0,0,3168_C
JE-69,2019-08-18,2272,39355.64,1,1,2019-08-01 – 2020-07-28,0,0,2272_D
JE-69,2019-08-18,1157,-39355.64,1,1,2019-08-01 – 2020-07-28,0,0,1157_C
JE-69,2019-08-18,3111,14583.99,1,1,2019-08-01 – 2020-07-28,0,0,3111_D
JE-70,2019-06-08,2258,-21164.06,7,8,2019-06-01 – 2020-05-28,0,0,2258_C
JE-70,2019-06-08,1112,-5714.49,7,8,2019-06-01 – 2020-05-28,0,0,1112_C
JE-70,2019-06-08,3209,21164.06,7,8,2019-06-01 – 2020-05-28,0,0,3209_D
JE-70,2019-06-08,1130,5714.49,7,8,2019-06-01 – 2020-05-28,0,0,1130_D
JE-71,2019-09-27,3113,34638.63,4,4,2019-09-01 – 2020-08-28,0,0,3113_D
JE-71,2019-09-27,1181,-34638.63,4,4,2019-09-01 – 2020-08-28,0,0,1181_C
